dust,NO2,CO2,SO2,AQI
67.52,46.11,0.89,6.88,142
60.72,45.35,0.61,8.39,128
48.68,47.97,0.46,11.76,107
57.44,60.75,0.68,16.45,117
56.51,46.84,0.55,14.29,120
56.02,46.3,0.5,19.41,110
57.32,47.35,0.58,14.14,115
56.98,47.69,0.56,14.98,117
50.87,45.19,0.59,11.42,106
34.07,37.54,0.56,6.15,86
25.96,32.84,0.48,4.13,58
24.88,30.95,0.51,3.89,55
32.8,36.41,0.53,4.62,64
44.66,39.76,0.58,5.76,80
54.63,38.84,0.52,8.73,95
59.82,35.89,0.55,7.39,107
64.36,42.33,0.54,10.52,114
69.5,44.02,0.58,16.11,129
61.15,44.85,0.58,18.58,131
62.68,50.55,0.58,27.46,127
66.08,56.68,0.68,32.99,134
67.28,60.17,0.76,28.68,139
58.4,52.31,0.73,23.55,133
46.2,45.12,0.61,14.26,118
23.09,32.04,0.47,4.64,76
19.06,29.19,0.43,4.63,57
26.04,32.18,0.45,4.53,53
52.12,43.52,0.58,9.77,86
63.08,44.09,0.58,13.92,129
66,46.07,0.6,9.72,131
71.81,47.8,0.65,15.7,133
72.98,53.95,0.72,15.99,148
69.28,50.29,0.64,16.75,140
63.01,53.44,0.67,18.36,135
69.91,59.24,0.74,11.85,138
73.48,59.43,0.77,8.85,142
72.26,65.02,0.81,14.12,146
67.69,56.72,0.67,20.32,139
69.94,56.11,0.72,13.09,135
71.17,52.98,0.74,9.29,137
74.62,48.78,0.75,7.79,140
77.72,47.55,0.76,8.53,154
67.3,40.48,0.7,5.66,146
62.87,41.39,0.74,4.21,123
61.66,32.11,0.64,4.65,108
76.14,34.16,0.71,4.23,132
78.36,33.76,0.74,5.66,159
77.94,30.74,0.63,5.63,161
76.22,39.51,0.73,7.25,158
74.78,36.07,0.68,5.85,153
74.19,37.39,0.67,4.46,145
74.48,41.82,0.8,6.86,144
75.15,38.42,0.62,13.68,157
76.15,39.24,0.61,16.29,151
59.61,33.95,0.53,12.91,141
22.35,29.09,0.4,9.12,67
32.77,33.97,0.47,9.12,54
44.72,43.69,0.67,11.57,76
55.1,48.47,0.64,12.56,104
72.66,52.59,0.67,10.82,127
78.01,41.45,0.68,7.12,151
76.81,44.67,0.68,10.6,159
73.18,46.1,0.61,8.93,153
67.91,36.25,0.69,6.85,136
68.06,38.87,0.63,10.27,126
64.1,44.84,0.62,16.12,131
68.76,44.93,0.62,20.66,132
71.7,45.42,0.67,17.59,139
65.24,52.86,0.7,19.97,134
66.79,63.82,0.94,22.51,132
71.55,67.44,1.03,13.44,133
69.7,67.01,0.97,13.01,141
75.25,63.58,0.88,12.51,142
73.03,50.4,0.78,8.17,148
77.71,40.96,0.73,6.61,149
76.5,49.16,0.76,9.93,155
73.78,62.35,0.92,15.09,151
74.7,71.55,0.94,24.2,146
75.43,64,0.82,15.91,146
75.77,47.6,0.74,6.42,153
78.62,39.74,0.68,5.24,154
72.03,37.2,0.62,4.84,154
74.37,39.21,0.66,5.55,146
75.13,42.04,0.75,10.91,147
75.55,44.72,0.74,13.59,152
73.51,57.06,0.83,9.96,150
75.34,53.23,0.78,9.28,148
78.12,51.49,0.72,11.05,153
70,58.07,0.76,11.84,155
66.4,46.24,0.68,6.44,132
47.29,33.37,0.46,5.3,105
60.93,37.74,0.53,4.71,105
59.22,40.03,0.58,5.47,112
36.51,29.33,0.46,4.8,96
36.21,28.89,0.52,6.04,73
51.29,32.05,0.55,9.21,72
71.62,38.41,0.62,10.45,124
64.42,39.62,0.54,12.83,136
55.6,49.58,0.57,16.51,108
63.8,51.35,0.66,9.26,114
66.44,45.36,0.64,5.43,131
62.22,47.27,0.64,6.77,118
60.26,41.85,0.59,5.07,120
63.75,42.48,0.64,5.28,110
63.26,45.85,0.67,7.07,115
68.06,45.84,0.71,6.27,130
58.46,35.49,0.54,6.17,120
58.24,48.41,0.64,10.22,114
55.67,43.21,0.59,13.22,128
58.82,39.43,0.54,28.83,130
58.64,35.55,0.57,7.38,118
64.14,46.13,0.63,5.18,122
64.94,56.54,0.65,6,130
62.79,47.79,0.68,4.32,127
38.84,38.74,0.54,3.41,102
48.34,46.78,0.64,8,91
45.12,44.87,0.55,6.81,101
65.14,51.92,0.73,9.02,109
55.8,38.85,0.56,5.59,123
35.07,31.3,0.47,3.81,87
39.32,35.72,0.54,4.09,82
44.63,43.43,0.64,5.25,94
57.13,51.31,0.71,6.7,115
46.64,39.75,0.57,5.81,114
49.41,37.02,0.52,11.5,100
54.83,46.58,0.58,11.07,117
57.06,44.72,0.62,11.17,111
50.34,37.89,0.52,9.8,112
55.59,45.3,0.6,9.83,120
33.05,30.47,0.44,3.78,85
35.27,28.79,0.5,4.01,68
40.97,34.92,0.6,8.92,80
59.27,42.82,0.64,14.57,117
62.5,51.51,0.74,20.09,136
66.8,57.64,0.88,23.3,143
66.34,45.68,0.67,13.99,143
49.68,39.57,0.62,5.59,122
45.2,32.1,0.44,4.96,102
36.59,29.5,0.41,4.82,92
40.84,30.23,0.41,5.24,97
41.23,30.87,0.5,5.42,101
41.63,34.6,0.44,7.95,101
48.94,35.69,0.57,9.87,104
39.06,31.2,0.71,5.68,101
37.73,31.16,0.54,4.56,97
39.82,36.09,0.57,7.62,93
30.77,29.56,0.58,4.31,85
41.63,30.7,0.58,4.37,86
41.06,26.62,0.66,5.08,95
36.35,28.41,0.59,7.76,87
43.36,37.47,0.73,6.14,101
50.52,36.62,0.69,7.32,111
50.06,38.91,0.71,7.35,107
51.5,40.1,0.74,7.21,113
48.51,36.61,0.65,6.45,107
55.2,40.49,0.74,9.55,114
59.8,47.46,0.79,10.09,127
59.21,37.75,0.81,7.18,132
48.49,34.71,0.71,5.63,124
37.8,36.39,0.56,7.18,106
43.82,35.96,0.59,6.48,114
45.6,34.95,0.67,5.57,106
39.01,32.84,0.58,5.26,102
31.28,27.38,0.46,7.11,93
37.69,34.78,0.57,8.13,89
33.48,25.54,0.48,5.59,78
33.08,34.43,0.68,6.35,80
40.63,41.49,0.75,8.36,91
42.14,41.35,0.77,8.54,100
31.45,29.76,0.51,8.56,87
36.35,32.58,0.54,9.78,82
32.69,40.08,0.63,7.85,91
41,41.38,0.67,8.61,102
37.57,35.15,0.54,6.78,95
39.47,34.63,0.55,7.05,104
33.26,28.9,0.5,5.59,91
43.07,33.19,0.61,6.17,96
30.74,30.7,0.51,2.86,94
25.52,28.22,0.54,3.16,69
24.77,25.56,0.5,3.73,69
27.5,26.94,0.53,3.66,70
34.65,38.86,0.77,6.3,96
29.87,32.63,0.6,4.16,92
36.16,34.65,0.65,4.87,102
43.87,30.94,0.6,5.83,108
51.92,37.2,0.71,6,124
41.82,27.4,0.6,7.03,112
39.66,26.75,0.63,6.19,103
38.87,24.08,0.58,6.81,98
36.43,24.25,0.56,5.57,96
38.41,26.61,0.49,8.07,111
36.05,23.87,0.43,9.12,119
32.12,25.55,0.48,11.55,110
36.53,32.84,0.53,12.2,106
43.68,41.05,0.8,13.57,118
52.95,54.4,1.08,12.38,130
47.23,42.65,0.78,11.17,133
46.82,40.85,0.76,11.69,132
46.39,44.32,0.8,16.44,125
48.29,27.81,0.72,9.88,121
37.24,24.18,0.59,5.39,104
41.34,26.81,0.62,6.61,109
38.89,24.57,0.5,5.5,98
42.5,28.26,0.63,5.83,110
36.62,28.08,0.61,8.98,93
43.35,25.97,0.59,7.43,109
48.5,29.47,0.63,10.74,112
55.84,39.35,0.84,13.51,134
48.9,22.09,0.58,6.3,120
43.6,20.39,0.5,5.97,111
36.78,22.19,0.51,6.41,109
44.73,21.49,0.53,5.38,104
37.62,24.68,0.63,6.35,92
46.56,33.57,0.68,7.62,112
49.91,44.65,0.82,9.65,124
41.93,32.43,0.56,7.74,114
41.88,33.95,0.6,5.92,112
52.22,41.52,0.79,7.43,124
42.3,23.98,0.56,6.04,119
39.47,24.28,0.59,4.32,105
34.95,25.81,0.54,4.88,95
44.33,30.78,0.66,5.89,111
27.67,19.27,0.44,4.86,91
24.01,23.84,0.42,4.5,75
35.63,30.32,0.61,5.33,86
35.67,23.98,0.43,4.84,103
28.41,22.08,0.47,5.89,89
32.08,30.99,0.69,5.04,78
31.14,23.4,0.45,5.98,88
23.71,20.71,0.43,6.06,75
12.39,19.18,0.36,5.11,60
8.7,15.47,0.32,5.25,48
11.21,17.24,0.32,5.75,39
15.94,14.46,0.32,4.75,40
22.29,13.52,0.31,5.46,55
19.58,9.26,0.29,4.29,57
23.78,12.02,0.32,5.56,60
22.29,10.98,0.32,4.82,60
21.59,11.54,0.33,6.26,60
18.96,11.05,0.32,6.32,54
28.11,16.83,0.42,4.86,65
24.75,15.01,0.36,4.34,60
26.44,19.64,0.46,4.77,60
25.45,19.86,0.48,5.04,62
27,23.58,0.56,5.03,62
18.07,13.79,0.29,4.29,60
9.85,11.88,0.27,4.55,38
9.89,9.71,0.34,3.51,35
12.75,13.54,0.34,3.99,35
18.55,16.94,0.34,5,39
18.32,14.66,0.35,5.62,44
17.75,14.34,0.36,3.99,36
20.08,12.48,0.35,3.65,46
17.71,13.84,0.36,4.07,49
16.27,13.5,0.37,3.39,46
15.95,8.82,0.39,3.28,42
15.22,7.09,0.36,3.48,47
16.51,10.33,0.34,4.35,36
15.35,10.7,0.35,4.2,43
12.67,9.99,0.33,4.32,36
16.54,12.01,0.35,5.19,40
18.41,15.07,0.42,8.4,45
12.8,12.2,0.35,9.88,46
14.43,14.78,0.39,4.59,36
15.96,13.46,0.39,5.51,44
24.07,15.32,0.43,10.41,60
22.29,13.96,0.36,9.63,68
26.43,14.91,0.41,9.44,70
31.27,17.52,0.46,9.68,89
20.12,13.94,0.43,5.41,64
14.08,13.32,0.41,6.12,54
12.01,15.41,0.46,5.78,48
8.13,10.58,0.35,5.06,48
10.24,11.32,0.37,6.43,47
12.86,12.51,0.42,7.48,49
14.72,14.61,0.38,9.89,50
12.96,11.87,0.36,6.52,47
13.46,11.57,0.36,4.07,47
8.99,11.77,0.37,4.02,42
8.48,12.12,0.3,6.56,35
10.95,13.33,0.37,9.55,37
10.31,14.94,0.42,6.72,41
8.01,13.12,0.36,5.84,37
6.75,11.92,0.33,4.24,39
6.24,12.57,0.3,5.03,36
7.95,12.93,0.33,5.9,37
10.01,15.18,0.46,5.97,51
9.72,16.76,0.38,5.86,46
12.45,19.4,0.42,5.75,47
12.46,13.58,0.36,10.95,46
11.94,15.1,0.32,9.39,45
17.37,16.94,0.37,11.43,50
24.17,19.45,0.45,12.18,63
29.79,29.89,0.42,9.62,72
23.12,25.02,0.36,9.85,75
19.11,21.68,0.31,13.65,58
17.17,24.22,0.38,9.61,53
23.03,24.44,0.38,8.87,69
29.92,32.88,0.42,8.41,89
25.94,30.57,0.37,8.72,85
31.38,29.66,0.48,9,82
27.23,23.96,0.53,11.3,75
20.35,19.28,0.52,8.82,67
23.71,16.82,0.43,11.22,65
14.82,16.19,0.28,11.93,51
14.89,17.27,0.37,7.35,51
17.16,19.36,0.38,7.65,52
18.86,15.9,0.38,7.78,65
19.35,16.68,0.37,8.56,68
16.92,17.85,0.42,5.76,65
16.5,16.99,0.4,7.93,54
13.98,15.96,0.38,6.72,41
11.85,12.75,0.4,6.07,44
15.72,11.79,0.38,8.25,38
12.92,12.69,0.36,11.3,38
12.2,12.34,0.38,7.72,35
11.14,15.09,0.3,7.29,32
11.92,12.37,0.28,7.28,34
13.65,12.65,0.3,7.33,32
10.31,11.43,0.31,6.93,33
13.26,13.38,0.34,8.12,36
14.98,13.26,0.31,6.41,39
18.19,16.45,0.35,5.51,50
21.73,14.72,0.31,10.14,57
16.32,13.08,0.34,9.74,49
18.39,15.41,0.36,9.21,48
22.47,16.52,0.52,8.65,61
28.23,15.93,0.38,10.36,65
28.85,14.76,0.4,8.23,65
25.01,22.53,0.51,5.48,65
25.6,21.02,0.53,3.09,56
20.54,21.37,0.48,4.86,53
25.81,19.01,0.46,8.83,61
27.01,22.14,0.48,2.91,61
32.95,25.85,0.63,3.56,65
28.07,25.87,0.5,2.65,60
22.37,21.84,0.45,2.49,49
20.4,15.21,0.44,3.49,53
15.49,14.23,0.33,4.7,38
25.85,15.5,0.4,4.62,44
33.27,21.56,0.62,2.47,63
41.11,28.89,0.82,3.01,75
39.12,21.75,0.67,3.03,87
31.98,21.43,0.53,3.8,72
32.24,24.9,0.59,3.9,85
34.73,24.27,0.65,10.07,81
40.22,26.37,0.61,6.79,71
42.99,26.42,0.62,5.33,82
50.79,23.98,0.57,5.21,86
56.9,21.05,0.57,3.4,95
54.17,25.34,0.66,3.53,92
39.07,32.44,0.63,3.94,80
34.57,26.75,0.55,4.11,70
34.91,27.6,0.56,3.6,67
36.35,24.49,0.58,3.71,70
53.22,24.54,0.56,5.04,88
52.62,23.13,0.54,3.79,98
59.41,28.52,0.67,2.95,98
48.12,27.32,0.63,2.7,117
24.3,20.85,0.5,2.71,64
22.92,21.67,0.48,2.92,54
28.04,23.54,0.62,2.68,63
22.03,21.12,0.51,3.34,53
41.03,27.1,0.65,3.63,71
37.8,23.75,0.57,4.71,78
22.53,19.81,0.6,8.3,72
23.54,22.14,0.49,4.34,51
18.81,18.42,0.44,2.59,52
40.65,21.39,0.45,4.04,59
64.09,24.01,0.59,5.25,126
42.04,25.96,0.64,3.38,94
40.41,26.24,0.98,2.96,82
21.39,19.89,0.86,2.8,76
22.51,20.95,0.46,3.41,54
29.98,25.34,0.61,3.58,66
37.22,22.49,0.59,5.34,84
57.61,25.82,0.64,11.04,96
84.85,36.15,0.75,13.54,155
84,35.47,0.85,9.23,177
70.7,27.89,0.65,6.2,155
69.8,29.95,0.71,7.62,131
81.35,29.9,0.67,9.4,156
72.38,28.07,0.57,11.76,169
60.06,30.62,0.64,6.83,122
56.27,27.67,0.48,8.28,104
62.64,32.29,0.55,7.01,123
67.77,28.91,0.6,5.57,125
69.15,34.06,0.67,6.04,127
66.42,33.39,0.67,6.42,141
70.79,30.37,0.66,11.76,131
76.03,35.4,0.71,13.24,145
82.72,32.85,0.68,9.84,165
84.11,38.32,0.69,6.29,181
78.63,38.44,0.7,4.59,161
76.7,40.26,0.76,5.68,161
75.82,42.14,0.77,9.06,159
80.31,38.39,0.79,6.99,156
86.18,35.5,0.72,7.34,163
80.88,31.01,0.7,6.09,176
71.3,38.76,0.85,5.83,154
74.49,49.64,0.88,7.11,146
62.42,44.76,0.79,5.44,129
63.81,40.93,0.79,5.9,127
61.97,32.04,0.7,5.92,127
45.57,26.88,0.61,5.01,92
47.66,36.08,0.75,5.45,75
79.37,38.31,0.81,5.55,144
82.44,47.96,0.92,8.32,172
85.82,46.9,0.86,8.61,178
83.29,49.14,0.82,6.63,186
67.07,42.75,0.83,5.88,156
57.77,41.58,0.89,5.62,119
58.14,43.91,0.86,6.12,117
64.73,45.83,0.92,5.73,125
55.77,44.15,0.78,5.58,125
31.86,32.41,0.61,5.87,85
40.8,35.37,0.67,5.14,78
43.43,31.45,0.66,4.87,87
50.84,39.89,0.75,5.05,96
69.16,45.94,0.84,6.06,120
75.72,48.4,0.91,6.88,150
75.66,45.84,0.92,5.69,147
78.86,52.39,1,8.96,151
82.1,45.79,0.84,7.61,172
77.15,41.34,0.66,6.27,166
74.42,41.57,0.73,5.84,157
62.38,34.51,0.63,5.24,130
72.06,33,0.74,4.73,131
62.79,33.93,0.75,5.43,128
56.3,36.66,0.73,6.89,119
73.73,39.62,0.72,14.5,130
80.23,44.53,0.79,10.51,158
72.02,36.32,0.81,6.71,143
47.37,30.94,0.68,5.25,107
41.19,25.88,0.65,4.18,82
30.8,27.43,0.61,3.83,64
33.09,25.24,0.57,5.53,64
57.96,29.78,0.7,6.3,87
64.52,34.05,0.57,17.49,112
56.86,36.85,0.75,11.39,125
51.1,30.38,0.6,5.24,93
40.04,25.03,0.45,6.19,82
46.45,29.5,0.52,6.66,84
74.35,29.58,0.52,8.8,123
74.55,41.69,0.62,13.04,149
67.37,42.49,0.57,14.43,140
65.69,46.15,0.61,11.57,128
72.24,40.97,0.63,5.04,134
50.23,25.29,0.42,4.35,119
35.28,22.05,0.38,5.35,76
31.16,27.84,0.44,5.87,66
35.01,29.5,0.48,5.17,69
34.14,27.74,0.43,4.3,74
39.98,30.46,0.47,4.75,77
37.27,32.37,0.46,5.1,84
38.79,31.8,0.48,5.74,84
56.38,43.87,0.62,6.51,106
63.09,49.49,0.66,7.58,125
67.01,47.05,0.7,9.29,133
62.52,43,0.63,8.08,131
57.99,38.53,0.56,7.35,128
51.37,29.77,0.45,9.14,107
58.15,38.77,0.56,12.66,128
68.2,36.66,0.57,12.68,126
59.22,38.18,0.47,8.72,141
38.88,40.69,0.4,5.26,99
40.2,29.28,0.45,4.62,77
36.94,30.21,0.42,4.14,76
27.77,31.23,0.42,6.01,71
32.73,34.88,0.44,4.73,70
30.56,41.17,0.4,4.98,80
32.21,28.37,0.39,4.61,80
38.5,28.55,0.45,4.7,79
41.49,27.11,0.49,5.98,82
39.28,29.29,0.48,4.23,68
42.7,29.93,0.49,4.72,75
56.38,36.64,0.6,5.87,94
61.85,43.3,0.6,9.22,122
74.29,60.15,0.85,19.3,146
66.96,57.58,0.8,13.19,154
65.61,43.19,0.56,11.81,140
59.75,44.99,0.63,10.93,126
45.93,47.25,0.57,14.12,116
49.6,44.57,0.58,8.36,112
45.57,27.45,0.41,5.78,97
35.27,22.96,0.35,6.09,86
28.81,27.78,0.37,5.72,72
25.6,24.85,0.39,5.8,68
32.51,27.31,0.46,4.77,70
42.14,28.15,0.46,8.89,86
55.84,34.26,0.51,12.79,112
38.49,33.43,0.41,10.07,108
40.35,29.75,0.43,6.6,97
42.44,25.56,0.51,4.91,91
43.21,27.41,0.58,4.72,92
48.6,31.95,0.59,5.26,95
49.59,27.73,0.52,5.34,97
46.51,29.56,0.52,8.82,106
57.23,37.61,0.64,11.83,113
33.87,23.4,0.44,5.21,100
38.58,25.4,0.46,4.76,85
33.94,22.05,0.46,4.69,77
32.84,22.79,0.5,4.82,70
25.67,21.21,0.44,4.35,65
29.93,26.85,0.48,5.01,62
31.53,30.61,0.58,5.55,78
27.51,25.71,0.46,4.96,79
33.45,28.19,0.53,6.01,75
32.03,27.55,0.49,5.37,82
27.86,28.5,0.53,4.57,71
25.08,29.65,0.47,3.98,67
26.32,31.53,0.51,5.34,67
43.39,33.52,0.68,7.02,87
33.71,25.04,0.52,5.39,79
39.85,24.68,0.57,7.04,84
38,20.45,0.49,6.38,102
37.97,14.21,0.46,5.41,73
28.75,12.33,0.4,6.67,66
28.47,12.7,0.4,6.22,60
29,12.23,0.37,5.14,59
34.09,12.16,0.36,5.3,65
36.17,11.67,0.39,6.39,70
42.07,19.37,0.47,4.71,75
34.79,19.35,0.41,7.11,72
42.42,19.9,0.49,7.31,68
47.96,19.98,0.65,6.64,87
48.05,19.75,0.55,6.67,88
38.13,18.95,0.51,9.04,73
37.34,21.26,0.5,8.46,67
30.18,16.71,0.44,8.36,66
27.87,18.52,0.66,8.47,64
19.76,22.67,0.8,8.49,77
19.94,20.46,0.41,11.06,56
29.36,25.74,0.51,9.14,59
18.95,31.96,0.52,6.51,62
23.99,27.24,0.38,6.21,55
33.4,21.68,0.4,4.25,61
35.21,18.03,0.41,3.48,68
38.07,19.72,0.38,4.27,74
33.99,18.3,0.41,4.36,74
37.13,18.82,0.49,4.19,70
38.44,21.35,0.51,5.07,74
35.67,25.01,0.5,4.46,75
30.21,24.42,0.38,5.75,67
26.47,25.39,0.38,6.01,58
22.83,29.99,0.5,6.64,54
25.12,26.18,0.39,4.56,50
27.57,24.7,0.45,4.88,53
28.99,22.09,0.44,4.43,63
31.76,24.4,0.46,5.65,62
29.9,20.64,0.42,4.27,71
23.51,21.98,0.44,3.83,56
23.36,19.73,0.39,3.72,56
16.03,22.21,0.41,3.67,51
21.12,24.27,0.6,4.03,59
22.69,22.43,0.64,4.27,67
24.62,25.22,0.54,5.59,54
33.03,26.32,0.49,5.04,70
28.18,22.57,0.48,4.59,77
31.36,24.86,0.45,4.17,71
25.18,21.51,0.52,4.45,73
26.84,21.67,0.41,4.3,59
27.46,22.97,0.45,4.84,65
29.56,21.1,0.37,5.41,69
28.15,26.08,0.43,5.02,65
38.65,30.29,0.53,7.01,83
32.09,27.82,0.47,6.05,74
24.1,24.07,0.38,4.61,64
25.06,21.85,0.35,5.29,60
24.12,23.33,0.34,5.38,60
27.65,26.37,0.46,6.32,67
32.47,28.5,0.49,5.87,70
31.05,27.66,0.43,7.55,72
42.41,30.17,0.52,9.4,93
36.62,31.45,0.44,10.5,106
31.59,33.69,0.43,11.4,109
39.91,38.9,0.68,8.55,114
44.09,35.83,0.62,8.65,122
41.03,26.38,0.52,6.61,116
33.07,22.72,0.44,5.94,102
32.51,23.19,0.45,6.32,89
28.66,24.26,0.44,5.46,87
26.7,26.37,0.41,5.65,86
21.07,24.05,0.34,6.1,84
18.56,23.9,0.33,5.49,65
25.17,27.75,0.43,4.66,67
30,30.48,0.42,5.23,55
16.47,23.75,0.33,4.36,79
11.74,20.72,0.34,5.12,38
13.93,18.89,0.3,5.56,33
19.57,22.78,0.3,6.89,38
23.02,20.88,0.29,10.04,58
19.49,18,0.3,9.34,64
20.2,19.5,0.32,9.69,54
17.96,19.43,0.31,9.15,57
20.26,21.57,0.28,5.72,48
19.96,23.97,0.27,6.7,42
17.19,21.01,0.28,6.02,42
9.87,19.35,0.29,5.32,38
9.8,19.97,0.26,6.34,32
13.53,19.95,0.31,6.19,33
10.31,17.7,0.31,5.28,31
10.31,18.86,0.28,5.7,29
14.04,18.92,0.26,5.94,30
20.19,20.73,0.27,7.96,37
22.5,19.96,0.26,7.71,52
24,21.8,0.25,8.15,56
22.91,21.71,0.26,7.86,60
22.36,22.45,0.32,6.56,51
21.25,24.72,0.36,5.26,51
22.41,25.42,0.35,5.16,52
27.05,21.78,0.34,5.03,52
23.29,22.64,0.36,5.39,58
15.8,22.73,0.36,6.36,49
20.24,27.59,0.38,6.29,47
19.38,24.58,0.39,5.3,46
26.83,27.18,0.43,6.07,48
31.79,10.25,0.4,2.38,76
36.25,17.79,0.4,2.88,76
31.93,15.65,0.37,3.28,72
27.66,18.32,0.39,1.7,61
20.3,17.88,0.42,1.82,48
19.04,17.24,0.43,1.89,49
15.87,14.2,0.41,1.87,47
31.04,14.17,0.36,1.6,70
32.61,11.68,0.36,2.74,67
43.52,24.24,0.54,3.09,94
52.05,22.9,0.54,1.73,101
37.14,20.89,0.35,1.96,88
31.52,14.72,0.38,3.11,79
50.58,23.6,0.55,3.31,82
48.86,26.06,0.53,2,105
50.99,24.86,0.52,2,95
41.77,28.04,0.54,1.86,92
19.24,20.06,0.43,1.5,54
19.23,16.82,0.39,1.72,46
17.54,13.16,0.34,1.73,57
26.09,15.61,0.34,2.1,56
21.93,13.39,0.33,2.72,61
19.68,11.86,0.3,2.67,54
22.86,15.6,0.33,3.46,62
31.59,20.55,0.47,4.35,73
44.03,21.47,0.64,3.01,78
47.54,25.12,0.74,3.3,98
23.16,16.39,0.57,2.59,71
17.6,13.65,0.51,3.24,45
20.48,17.47,0.52,3.08,58
32.09,18.55,0.55,5.49,68
27.6,17.39,0.53,4.27,67
28.76,22.06,0.56,6.02,58
19.65,14.68,0.45,5.95,52
27.94,16.38,0.41,6.28,56
26.94,17.39,0.45,7.35,64
26.2,19.62,0.5,5.65,60
28.7,21.13,0.46,5.54,64
29.63,20.11,0.44,8.5,66
35.3,17.32,0.46,7.89,69
41.91,17.21,0.48,12.4,83
45.48,25.17,0.49,11.54,97
43.74,28.64,0.63,8.71,97
57.6,27.41,0.79,4.6,106
44.18,20.98,0.48,4.01,91
15.02,14.16,0.37,2.56,53
22.92,14.3,0.39,2.49,44
25.98,13.27,0.4,5.23,54
19.9,14.33,0.37,3.5,50
16.06,14.13,0.37,4.71,47
14.63,18.29,0.38,6.15,44
36.9,31.77,0.54,9.84,60
32.16,27.46,0.52,4.1,66
25.09,26.5,0.54,3.04,56
12.07,13.68,0.41,2.55,43
10.12,17.97,0.44,2.34,33
21.44,23.09,0.5,2.65,44
23.4,25.37,0.52,3.43,54
23.61,25.41,0.5,5.62,59
17.93,19.92,0.51,4.42,46
25.22,21.29,0.62,4.23,64
39.37,24.23,0.78,2.99,64
33.97,22.84,0.7,2.75,73
25.88,24.85,0.6,3.4,65
9.07,11.38,0.35,2.12,38
11.36,16.73,0.4,2.49,34
21.7,20.52,0.48,8.29,43
32.78,30.56,0.71,5.93,61
45.57,34.18,0.79,5.42,105
29.86,25.7,0.65,5.07,68
13.17,18.01,0.49,3.5,48
29.6,21.27,0.44,3.99,45
25.81,17.72,0.47,4.27,56
27.99,19.07,0.55,2.63,51
20.92,19.29,0.57,2.14,48
18.3,13.58,0.46,2.49,46
13.95,15.32,0.44,2.37,39
27.41,24.09,0.49,4.33,50
30.31,19.12,0.43,3.01,58
31.91,22.73,0.44,3.74,64
18.15,21.49,0.5,2.54,62
18.41,36.97,0.52,2.6,55
13.74,17.02,0.4,2.63,50
12.82,18.34,0.41,3.91,49
16.68,17.33,0.42,3.03,43
24.71,21.28,0.5,3.24,51
14.31,19.6,0.44,2.95,54
18.83,16.93,0.4,2.92,47
16.54,14.93,0.38,3.43,40
26.16,20.14,0.48,3.54,50
15.99,19,0.5,2.98,53
10.64,14.85,0.46,3.06,48
10.37,10.63,0.39,3.71,39
10.02,12.4,0.38,3.44,34
8.77,13,0.36,3.66,34
11.06,13.9,0.42,3.3,34
12.63,15.62,0.42,3.04,36
18.89,15.5,0.4,4.14,49
20.96,12.27,0.39,3.36,49
15.06,17.5,0.46,3.91,50
18.3,19.49,0.45,3.62,43
13.73,17.01,0.38,4.15,44
18.34,18.52,0.39,4.57,59
22.12,15.75,0.34,7.32,74
20.66,15.05,0.37,5.23,53
19.19,12.62,0.35,4.23,45
12.38,12.2,0.37,3.59,37
9.88,11.9,0.37,3.35,33
20.57,23.75,0.55,5.1,54
26.92,24.46,0.6,6.07,74
22.27,18.8,0.52,3.85,61
13.46,15.08,0.44,3.93,44
7.86,12.54,0.32,3.52,31
11.71,18.31,0.53,3.39,36
18.45,19.79,0.53,4.13,46
19.27,22.59,0.53,4.82,48
19.66,21.08,0.56,4.81,47
14.96,18.02,0.44,3.97,44
14.36,19.59,0.43,6.14,42
32.51,24.88,0.57,8.09,56
53.48,26.72,0.7,7.47,86
38.11,26.61,0.6,5.36,78
32.16,20.46,0.49,7.52,70
36.38,25.99,0.69,5.51,72
41.4,26.84,0.67,4.99,90
33.22,24.83,0.67,4.4,77
25.16,21.42,0.66,4.05,78
11.61,15.09,0.38,4.14,51
14.75,19.56,0.62,4.72,51
37.23,26.81,0.94,5.52,95
50.35,30.4,1.07,4.31,110
69.61,29.86,0.74,6.85,116
69.89,31.27,0.63,7.36,148
64.09,31.64,0.7,6.33,135
56.62,33.22,0.76,4.47,129
50.03,34.86,0.86,6.51,94
62.88,39.8,1.17,6.9,149
61.12,34.54,1.03,4.32,145
63,32.87,0.85,5.15,118
87.18,33.12,0.82,7.23,184
68.66,39.51,0.91,8.61,174
83.63,41.4,0.99,6.64,181
34.47,25.85,0.51,4.18,121
17.39,20.41,0.46,4.27,55
33.33,26.3,0.66,6.74,54
97.83,27.72,0.69,9.55,114
129.59,30.93,0.57,11.25,289
120.12,36.38,0.74,9.68,265
102.54,40.53,0.93,8.75,251
106.31,50.3,1.22,8.71,255
101.59,54.98,1.33,9.44,249
75.18,46.23,0.9,10.2,195
67.16,39.2,0.78,8.63,140
71.91,48.22,1.09,8.48,133
118.34,56.85,1.39,11.49,208
141.21,52.13,1.3,9.59,296
88.07,56.32,0.95,11.24,236
50.55,32.06,0.59,6.13,159
11.92,15.9,0.43,5.26,64
19.4,19.76,0.51,6.03,53
31.74,29.62,0.95,8.63,70
83.3,58.28,1.71,11.53,173
